component_model_id,season,Model Week,location,weight
Dynamic Harmonic Model,2014/2015,40,HHS Region 6,0.999999847443939
Historical Average,2014/2015,40,HHS Region 6,3.78817618933481e-08
Subtype Historical Average,2014/2015,40,HHS Region 6,1.14674299492987e-07
Dynamic Harmonic Model,2015/2016,40,HHS Region 6,0.999999330113327
Historical Average,2015/2016,40,HHS Region 6,5.95731540984333e-09
Subtype Historical Average,2015/2016,40,HHS Region 6,6.63929357966592e-07
Dynamic Harmonic Model,2016/2017,40,HHS Region 6,0.999999597739531
Historical Average,2016/2017,40,HHS Region 6,3.92247470735305e-09
Subtype Historical Average,2016/2017,40,HHS Region 6,3.98337993850898e-07
Dynamic Harmonic Model,2017/2018,40,HHS Region 6,0.999998947495284
Historical Average,2017/2018,40,HHS Region 6,2.8289977861401e-09
Subtype Historical Average,2017/2018,40,HHS Region 6,1.04967571859541e-06
Dynamic Harmonic Model,2010/2011,41,HHS Region 6,0.999998820478104
Historical Average,2010/2011,41,HHS Region 6,1.53951901910142e-09
Subtype Historical Average,2010/2011,41,HHS Region 6,1.1779823767669e-06
Dynamic Harmonic Model,2011/2012,41,HHS Region 6,0.999995933820563
Historical Average,2011/2012,41,HHS Region 6,2.9420705790586e-10
Subtype Historical Average,2011/2012,41,HHS Region 6,4.06588523008919e-06
Dynamic Harmonic Model,2012/2013,41,HHS Region 6,0.999998796992429
Historical Average,2012/2013,41,HHS Region 6,7.46120021808006e-10
Subtype Historical Average,2012/2013,41,HHS Region 6,1.20226145073182e-06
Dynamic Harmonic Model,2013/2014,41,HHS Region 6,0.999999453628275
Historical Average,2013/2014,41,HHS Region 6,2.01336680145204e-08
Subtype Historical Average,2013/2014,41,HHS Region 6,5.2623805668044e-07
Dynamic Harmonic Model,2014/2015,41,HHS Region 6,0.999999888531062
Historical Average,2014/2015,41,HHS Region 6,2.69184858912768e-08
Subtype Historical Average,2014/2015,41,HHS Region 6,8.45504519362137e-08
Dynamic Harmonic Model,2015/2016,41,HHS Region 6,0.999998597276945
Historical Average,2015/2016,41,HHS Region 6,8.9665096741788e-10
Subtype Historical Average,2015/2016,41,HHS Region 6,1.40182640412239e-06
Dynamic Harmonic Model,2016/2017,41,HHS Region 6,0.999999389716695
Historical Average,2016/2017,41,HHS Region 6,1.38840623599952e-09
Subtype Historical Average,2016/2017,41,HHS Region 6,6.08894898670344e-07
Dynamic Harmonic Model,2017/2018,41,HHS Region 6,0.999997420013506
Historical Average,2017/2018,41,HHS Region 6,3.21856420896286e-10
Subtype Historical Average,2017/2018,41,HHS Region 6,2.57966463788729e-06
Dynamic Harmonic Model,2010/2011,42,HHS Region 6,0.999999522429162
Historical Average,2010/2011,42,HHS Region 6,4.37218388564282e-09
Subtype Historical Average,2010/2011,42,HHS Region 6,4.73198654476402e-07
Dynamic Harmonic Model,2011/2012,42,HHS Region 6,0.999999022080906
Historical Average,2011/2012,42,HHS Region 6,3.43496181305591e-09
Subtype Historical Average,2011/2012,42,HHS Region 6,9.74484132329909e-07
Dynamic Harmonic Model,2012/2013,42,HHS Region 6,0.999999629021615
Historical Average,2012/2013,42,HHS Region 6,2.844735969972e-09
Subtype Historical Average,2012/2013,42,HHS Region 6,3.68133648727534e-07
Dynamic Harmonic Model,2013/2014,42,HHS Region 6,0.999999677903019
Historical Average,2013/2014,42,HHS Region 6,2.18048987548205e-08
Subtype Historical Average,2013/2014,42,HHS Region 6,3.00292082472838e-07
Dynamic Harmonic Model,2014/2015,42,HHS Region 6,0.999999897672489
Historical Average,2014/2015,42,HHS Region 6,2.77394550853787e-08
Subtype Historical Average,2014/2015,42,HHS Region 6,7.45880558934954e-08
Dynamic Harmonic Model,2015/2016,42,HHS Region 6,0.999999478572681
Historical Average,2015/2016,42,HHS Region 6,4.55937779092484e-09
Subtype Historical Average,2015/2016,42,HHS Region 6,5.16867940749103e-07
Dynamic Harmonic Model,2016/2017,42,HHS Region 6,0.999999667209845
Historical Average,2016/2017,42,HHS Region 6,3.36416714653592e-09
Subtype Historical Average,2016/2017,42,HHS Region 6,3.29425987616687e-07
Dynamic Harmonic Model,2017/2018,42,HHS Region 6,0.999999237760535
Historical Average,2017/2018,42,HHS Region 6,3.62541517536357e-09
Subtype Historical Average,2017/2018,42,HHS Region 6,7.58614050302597e-07
Dynamic Harmonic Model,2010/2011,43,HHS Region 6,0.999999566637863
Historical Average,2010/2011,43,HHS Region 6,6.46704229539787e-09
Subtype Historical Average,2010/2011,43,HHS Region 6,4.26895094632128e-07
Dynamic Harmonic Model,2011/2012,43,HHS Region 6,0.999999158259077
Historical Average,2011/2012,43,HHS Region 6,6.18807222547991e-09
Subtype Historical Average,2011/2012,43,HHS Region 6,8.35552850747399e-07
Dynamic Harmonic Model,2012/2013,43,HHS Region 6,0.999999615210224
Historical Average,2012/2013,43,HHS Region 6,3.17470847207355e-09
Subtype Historical Average,2012/2013,43,HHS Region 6,3.81615067151092e-07
Dynamic Harmonic Model,2013/2014,43,HHS Region 6,0.999999720762468
Historical Average,2013/2014,43,HHS Region 6,3.741811021173e-08
Subtype Historical Average,2013/2014,43,HHS Region 6,2.41819421388188e-07
Dynamic Harmonic Model,2014/2015,43,HHS Region 6,0.99999990380272
Historical Average,2014/2015,43,HHS Region 6,2.30260095986035e-08
Subtype Historical Average,2014/2015,43,HHS Region 6,7.31712704370076e-08
Dynamic Harmonic Model,2015/2016,43,HHS Region 6,0.999999617382302
Historical Average,2015/2016,43,HHS Region 6,6.19563861422214e-09
Subtype Historical Average,2015/2016,43,HHS Region 6,3.76422059635781e-07
Dynamic Harmonic Model,2016/2017,43,HHS Region 6,0.999999750262409
Historical Average,2016/2017,43,HHS Region 6,4.46921242468511e-09
Subtype Historical Average,2016/2017,43,HHS Region 6,2.45268378987954e-07
Dynamic Harmonic Model,2017/2018,43,HHS Region 6,0.99999938399954
Historical Average,2017/2018,43,HHS Region 6,5.77033129973614e-09
Subtype Historical Average,2017/2018,43,HHS Region 6,6.10230128276291e-07
Dynamic Harmonic Model,2010/2011,44,HHS Region 6,0.999999688661776
Historical Average,2010/2011,44,HHS Region 6,7.86694125346386e-09
Subtype Historical Average,2010/2011,44,HHS Region 6,3.03471282470944e-07
Dynamic Harmonic Model,2011/2012,44,HHS Region 6,0.999999424799234
Historical Average,2011/2012,44,HHS Region 6,7.19011742611464e-09
Subtype Historical Average,2011/2012,44,HHS Region 6,5.68010648238199e-07
Dynamic Harmonic Model,2012/2013,44,HHS Region 6,0.999999685835523
Historical Average,2012/2013,44,HHS Region 6,3.55000986860553e-09
Subtype Historical Average,2012/2013,44,HHS Region 6,3.10614467489561e-07
Dynamic Harmonic Model,2013/2014,44,HHS Region 6,0.999999827004416
Historical Average,2013/2014,44,HHS Region 6,3.09806946814955e-08
Subtype Historical Average,2013/2014,44,HHS Region 6,1.4201488931229e-07
Dynamic Harmonic Model,2014/2015,44,HHS Region 6,0.999999884317787
Historical Average,2014/2015,44,HHS Region 6,2.61599119672988e-08
Subtype Historical Average,2014/2015,44,HHS Region 6,8.95223009967412e-08
Dynamic Harmonic Model,2015/2016,44,HHS Region 6,0.999999729059113
Historical Average,2015/2016,44,HHS Region 6,5.54290536594432e-09
Subtype Historical Average,2015/2016,44,HHS Region 6,2.65397981828056e-07
Dynamic Harmonic Model,2016/2017,44,HHS Region 6,0.999999827880836
Historical Average,2016/2017,44,HHS Region 6,3.71023138629652e-09
Subtype Historical Average,2016/2017,44,HHS Region 6,1.68408933133769e-07
Dynamic Harmonic Model,2017/2018,44,HHS Region 6,0.99999947127253
Historical Average,2017/2018,44,HHS Region 6,6.23509595799517e-09
Subtype Historical Average,2017/2018,44,HHS Region 6,5.22492373894864e-07
Dynamic Harmonic Model,2010/2011,45,HHS Region 6,0.999999807005532
Historical Average,2010/2011,45,HHS Region 6,3.20387147693268e-09
Subtype Historical Average,2010/2011,45,HHS Region 6,1.89790596224057e-07
Dynamic Harmonic Model,2011/2012,45,HHS Region 6,0.999999381919149
Historical Average,2011/2012,45,HHS Region 6,4.08083665822973e-09
Subtype Historical Average,2011/2012,45,HHS Region 6,6.14000014066659e-07
Dynamic Harmonic Model,2012/2013,45,HHS Region 6,0.999999577506674
Historical Average,2012/2013,45,HHS Region 6,2.44392682267193e-09
Subtype Historical Average,2012/2013,45,HHS Region 6,4.20049398908925e-07
Dynamic Harmonic Model,2013/2014,45,HHS Region 6,0.999999789061219
Historical Average,2013/2014,45,HHS Region 6,4.70874720240724e-08
Subtype Historical Average,2013/2014,45,HHS Region 6,1.63851309293938e-07
Dynamic Harmonic Model,2014/2015,45,HHS Region 6,0.999999925766528
Historical Average,2014/2015,45,HHS Region 6,2.38320202908372e-08
Subtype Historical Average,2014/2015,45,HHS Region 6,5.04014517122296e-08
Dynamic Harmonic Model,2015/2016,45,HHS Region 6,0.999999652499459
Historical Average,2015/2016,45,HHS Region 6,6.20002197282756e-09
Subtype Historical Average,2015/2016,45,HHS Region 6,3.41300518632802e-07
Dynamic Harmonic Model,2016/2017,45,HHS Region 6,0.999999668893613
Historical Average,2016/2017,45,HHS Region 6,4.89103436605663e-09
Subtype Historical Average,2016/2017,45,HHS Region 6,3.2621535308784e-07
Dynamic Harmonic Model,2017/2018,45,HHS Region 6,0.99999940306647
Historical Average,2017/2018,45,HHS Region 6,4.80079782856054e-09
Subtype Historical Average,2017/2018,45,HHS Region 6,5.92132731875556e-07
Dynamic Harmonic Model,2010/2011,46,HHS Region 6,0.999999325678966
Historical Average,2010/2011,46,HHS Region 6,1.72461119974975e-10
Subtype Historical Average,2010/2011,46,HHS Region 6,6.74148573122536e-07
Dynamic Harmonic Model,2011/2012,46,HHS Region 6,0.999990254785725
Historical Average,2011/2012,46,HHS Region 6,1.22192449551852e-12
Subtype Historical Average,2011/2012,46,HHS Region 6,9.74521305257793e-06
Dynamic Harmonic Model,2012/2013,46,HHS Region 6,0.999992952157496
Historical Average,2012/2013,46,HHS Region 6,3.62985964289083e-13
Subtype Historical Average,2012/2013,46,HHS Region 6,7.04784214064977e-06
Dynamic Harmonic Model,2013/2014,46,HHS Region 6,0.999997980617383
Historical Average,2013/2014,46,HHS Region 6,2.43335763234669e-08
Subtype Historical Average,2013/2014,46,HHS Region 6,1.99504904040719e-06
Dynamic Harmonic Model,2014/2015,46,HHS Region 6,0.99999977931433
Historical Average,2014/2015,46,HHS Region 6,1.09969184344246e-07
Subtype Historical Average,2014/2015,46,HHS Region 6,1.1071648549029e-07
Dynamic Harmonic Model,2015/2016,46,HHS Region 6,0.999994681121467
Historical Average,2015/2016,46,HHS Region 6,1.69244240646957e-11
Subtype Historical Average,2015/2016,46,HHS Region 6,5.3188616081689e-06
Dynamic Harmonic Model,2016/2017,46,HHS Region 6,0.999997318767292
Historical Average,2016/2017,46,HHS Region 6,5.69697689660934e-11
Subtype Historical Average,2016/2017,46,HHS Region 6,2.681175737906e-06
Dynamic Harmonic Model,2017/2018,46,HHS Region 6,0.999984340558438
Historical Average,2017/2018,46,HHS Region 6,1.29462522477477e-13
Subtype Historical Average,2017/2018,46,HHS Region 6,1.56594414329405e-05
Dynamic Harmonic Model,2010/2011,47,HHS Region 6,0.915494213099341
Historical Average,2010/2011,47,HHS Region 6,1.52933990314288e-06
Subtype Historical Average,2010/2011,47,HHS Region 6,0.0845042575607558
Dynamic Harmonic Model,2011/2012,47,HHS Region 6,0.895905869399319
Historical Average,2011/2012,47,HHS Region 6,1.85343207363645e-06
Subtype Historical Average,2011/2012,47,HHS Region 6,0.104092277168607
Dynamic Harmonic Model,2012/2013,47,HHS Region 6,0.896814656020341
Historical Average,2012/2013,47,HHS Region 6,1.45855158095661e-06
Subtype Historical Average,2012/2013,47,HHS Region 6,0.103183885428078
Dynamic Harmonic Model,2013/2014,47,HHS Region 6,0.920077738731302
Historical Average,2013/2014,47,HHS Region 6,4.00599365898597e-06
Subtype Historical Average,2013/2014,47,HHS Region 6,0.0799182552750394
Dynamic Harmonic Model,2014/2015,47,HHS Region 6,0.940995757878955
Historical Average,2014/2015,47,HHS Region 6,2.16376906551518e-05
Subtype Historical Average,2014/2015,47,HHS Region 6,0.05898260443039
Dynamic Harmonic Model,2015/2016,47,HHS Region 6,0.999999598882643
Historical Average,2015/2016,47,HHS Region 6,8.84668026497548e-11
Subtype Historical Average,2015/2016,47,HHS Region 6,4.01028889942799e-07
Dynamic Harmonic Model,2016/2017,47,HHS Region 6,0.917945202293213
Historical Average,2016/2017,47,HHS Region 6,1.66924800150814e-06
Subtype Historical Average,2016/2017,47,HHS Region 6,0.0820531284587856
Dynamic Harmonic Model,2017/2018,47,HHS Region 6,0.899373387848562
Historical Average,2017/2018,47,HHS Region 6,1.4799785042283e-06
Subtype Historical Average,2017/2018,47,HHS Region 6,0.100625132172934
Dynamic Harmonic Model,2010/2011,48,HHS Region 6,0.85812787109796
Historical Average,2010/2011,48,HHS Region 6,1.7385969500634e-06
Subtype Historical Average,2010/2011,48,HHS Region 6,0.14187039030509
Dynamic Harmonic Model,2011/2012,48,HHS Region 6,0.828791880386748
Historical Average,2011/2012,48,HHS Region 6,2.09589198557759e-06
Subtype Historical Average,2011/2012,48,HHS Region 6,0.171206023721266
Dynamic Harmonic Model,2012/2013,48,HHS Region 6,0.856277768857656
Historical Average,2012/2013,48,HHS Region 6,1.36944384977473e-06
Subtype Historical Average,2012/2013,48,HHS Region 6,0.143720861698494
Dynamic Harmonic Model,2013/2014,48,HHS Region 6,0.898469228713936
Historical Average,2013/2014,48,HHS Region 6,4.69189401409491e-06
Subtype Historical Average,2013/2014,48,HHS Region 6,0.10152607939205
Dynamic Harmonic Model,2014/2015,48,HHS Region 6,0.91907242785602
Historical Average,2014/2015,48,HHS Region 6,1.36907025848422e-05
Subtype Historical Average,2014/2015,48,HHS Region 6,0.0809138814413954
Dynamic Harmonic Model,2015/2016,48,HHS Region 6,0.990162507824919
Historical Average,2015/2016,48,HHS Region 6,1.02341988373147e-12
Subtype Historical Average,2015/2016,48,HHS Region 6,0.00983749217405773
Dynamic Harmonic Model,2016/2017,48,HHS Region 6,0.857755196724803
Historical Average,2016/2017,48,HHS Region 6,1.85946651590036e-06
Subtype Historical Average,2016/2017,48,HHS Region 6,0.142242943808681
Dynamic Harmonic Model,2017/2018,48,HHS Region 6,0.857676041663628
Historical Average,2017/2018,48,HHS Region 6,1.40708162834185e-06
Subtype Historical Average,2017/2018,48,HHS Region 6,0.142322551254744
Dynamic Harmonic Model,2010/2011,49,HHS Region 6,0.999819166465682
Historical Average,2010/2011,49,HHS Region 6,2.51377177821581e-26
Subtype Historical Average,2010/2011,49,HHS Region 6,0.000180833534317609
Dynamic Harmonic Model,2011/2012,49,HHS Region 6,0.937413276378906
Historical Average,2011/2012,49,HHS Region 6,1.870507461842e-06
Subtype Historical Average,2011/2012,49,HHS Region 6,0.0625848531136322
Dynamic Harmonic Model,2012/2013,49,HHS Region 6,0.999901563425549
Historical Average,2012/2013,49,HHS Region 6,2.01227065556441e-26
Subtype Historical Average,2012/2013,49,HHS Region 6,9.84365744513914e-05
Dynamic Harmonic Model,2013/2014,49,HHS Region 6,0.999999001016517
Historical Average,2013/2014,49,HHS Region 6,1.43736626682644e-08
Subtype Historical Average,2013/2014,49,HHS Region 6,9.84609820576255e-07
Dynamic Harmonic Model,2014/2015,49,HHS Region 6,0.999999284887228
Historical Average,2014/2015,49,HHS Region 6,3.1007474631658e-08
Subtype Historical Average,2014/2015,49,HHS Region 6,6.84105297794197e-07
Dynamic Harmonic Model,2015/2016,49,HHS Region 6,0.996284541219452
Historical Average,2015/2016,49,HHS Region 6,3.12090943081148e-20
Subtype Historical Average,2015/2016,49,HHS Region 6,0.00371545878054825
Dynamic Harmonic Model,2016/2017,49,HHS Region 6,0.999975300924794
Historical Average,2016/2017,49,HHS Region 6,1.38388061670981e-18
Subtype Historical Average,2016/2017,49,HHS Region 6,2.4699075205839e-05
Dynamic Harmonic Model,2017/2018,49,HHS Region 6,0.999987814518578
Historical Average,2017/2018,49,HHS Region 6,7.46736244837645e-18
Subtype Historical Average,2017/2018,49,HHS Region 6,1.21854814222277e-05
Dynamic Harmonic Model,2010/2011,50,HHS Region 6,0.999999660300982
Historical Average,2010/2011,50,HHS Region 6,8.82765552478361e-10
Subtype Historical Average,2010/2011,50,HHS Region 6,3.38816252203596e-07
Dynamic Harmonic Model,2011/2012,50,HHS Region 6,0.999999488479121
Historical Average,2011/2012,50,HHS Region 6,9.80940106066116e-10
Subtype Historical Average,2011/2012,50,HHS Region 6,5.10539939288026e-07
Dynamic Harmonic Model,2012/2013,50,HHS Region 6,0.999999654617799
Historical Average,2012/2013,50,HHS Region 6,1.82768100578261e-10
Subtype Historical Average,2012/2013,50,HHS Region 6,3.45199433112082e-07
Dynamic Harmonic Model,2013/2014,50,HHS Region 6,0.999999861798371
Historical Average,2013/2014,50,HHS Region 6,3.68677856915792e-08
Subtype Historical Average,2013/2014,50,HHS Region 6,1.01333843518925e-07
Dynamic Harmonic Model,2014/2015,50,HHS Region 6,0.999999904229461
Historical Average,2014/2015,50,HHS Region 6,1.83429442736915e-08
Subtype Historical Average,2014/2015,50,HHS Region 6,7.74275943528538e-08
Dynamic Harmonic Model,2015/2016,50,HHS Region 6,0.99999973808159
Historical Average,2015/2016,50,HHS Region 6,1.16338965737645e-09
Subtype Historical Average,2015/2016,50,HHS Region 6,2.60755020721235e-07
Dynamic Harmonic Model,2016/2017,50,HHS Region 6,0.999999743387485
Historical Average,2016/2017,50,HHS Region 6,8.50366377039407e-10
Subtype Historical Average,2016/2017,50,HHS Region 6,2.55762148995995e-07
Dynamic Harmonic Model,2017/2018,50,HHS Region 6,0.99999938138858
Historical Average,2017/2018,50,HHS Region 6,6.69485027001227e-10
Subtype Historical Average,2017/2018,50,HHS Region 6,6.17941935293513e-07
Dynamic Harmonic Model,2010/2011,51,HHS Region 6,0.948698335818223
Historical Average,2010/2011,51,HHS Region 6,9.16913888689376e-07
Subtype Historical Average,2010/2011,51,HHS Region 6,0.051300747267888
Dynamic Harmonic Model,2011/2012,51,HHS Region 6,0.942932320013395
Historical Average,2011/2012,51,HHS Region 6,1.18103884900613e-06
Subtype Historical Average,2011/2012,51,HHS Region 6,0.0570664989477557
Dynamic Harmonic Model,2012/2013,51,HHS Region 6,0.94440284897341
Historical Average,2012/2013,51,HHS Region 6,8.42868971297999e-07
Subtype Historical Average,2012/2013,51,HHS Region 6,0.0555963081576187
Dynamic Harmonic Model,2013/2014,51,HHS Region 6,0.954222455065603
Historical Average,2013/2014,51,HHS Region 6,1.52840032857928e-06
Subtype Historical Average,2013/2014,51,HHS Region 6,0.0457760165340683
Dynamic Harmonic Model,2014/2015,51,HHS Region 6,0.999999950495104
Historical Average,2014/2015,51,HHS Region 6,1.51220499687213e-08
Subtype Historical Average,2014/2015,51,HHS Region 6,3.43828460690033e-08
Dynamic Harmonic Model,2015/2016,51,HHS Region 6,0.951629406106571
Historical Average,2015/2016,51,HHS Region 6,8.55404096502425e-07
Subtype Historical Average,2015/2016,51,HHS Region 6,0.0483697384893322
Dynamic Harmonic Model,2016/2017,51,HHS Region 6,0.953828999690295
Historical Average,2016/2017,51,HHS Region 6,7.97729552300591e-07
Subtype Historical Average,2016/2017,51,HHS Region 6,0.0461702025801525
Dynamic Harmonic Model,2017/2018,51,HHS Region 6,0.939742862383305
Historical Average,2017/2018,51,HHS Region 6,1.14819482016325e-06
Subtype Historical Average,2017/2018,51,HHS Region 6,0.0602559894218752
Dynamic Harmonic Model,2010/2011,52,HHS Region 6,0.947534955155908
Historical Average,2010/2011,52,HHS Region 6,1.05404869145149e-06
Subtype Historical Average,2010/2011,52,HHS Region 6,0.0524639907954009
Dynamic Harmonic Model,2011/2012,52,HHS Region 6,0.939674388956812
Historical Average,2011/2012,52,HHS Region 6,1.45044786680037e-06
Subtype Historical Average,2011/2012,52,HHS Region 6,0.0603241605953216
Dynamic Harmonic Model,2012/2013,52,HHS Region 6,0.939745845782812
Historical Average,2012/2013,52,HHS Region 6,9.95621033814563e-07
Subtype Historical Average,2012/2013,52,HHS Region 6,0.0602531585961544
Dynamic Harmonic Model,2013/2014,52,HHS Region 6,0.9504600602181
Historical Average,2013/2014,52,HHS Region 6,1.51400996565743e-06
Subtype Historical Average,2013/2014,52,HHS Region 6,0.0495384257719348
Dynamic Harmonic Model,2014/2015,52,HHS Region 6,0.999999954736774
Historical Average,2014/2015,52,HHS Region 6,1.81686944109369e-08
Subtype Historical Average,2014/2015,52,HHS Region 6,2.70945319665541e-08
Dynamic Harmonic Model,2015/2016,52,HHS Region 6,0.954113558863226
Historical Average,2015/2016,52,HHS Region 6,8.4800730605806e-07
Subtype Historical Average,2015/2016,52,HHS Region 6,0.0458855931294677
Dynamic Harmonic Model,2016/2017,52,HHS Region 6,0.954222393782595
Historical Average,2016/2017,52,HHS Region 6,7.42683215472878e-07
Subtype Historical Average,2016/2017,52,HHS Region 6,0.0457768635341892
Dynamic Harmonic Model,2017/2018,52,HHS Region 6,0.936615278449721
Historical Average,2017/2018,52,HHS Region 6,1.30638491381878e-06
Subtype Historical Average,2017/2018,52,HHS Region 6,0.0633834151653652
Dynamic Harmonic Model,2010/2011,53,HHS Region 6,0.999999965270307
Historical Average,2010/2011,53,HHS Region 6,9.60222097166018e-09
Subtype Historical Average,2010/2011,53,HHS Region 6,2.51274724549691e-08
Dynamic Harmonic Model,2011/2012,53,HHS Region 6,0.999999812207501
Historical Average,2011/2012,53,HHS Region 6,1.53994027555473e-08
Subtype Historical Average,2011/2012,53,HHS Region 6,1.72393096239063e-07
Dynamic Harmonic Model,2012/2013,53,HHS Region 6,0.999999835085124
Historical Average,2012/2013,53,HHS Region 6,5.92563819863879e-09
Subtype Historical Average,2012/2013,53,HHS Region 6,1.58989237321107e-07
Dynamic Harmonic Model,2013/2014,53,HHS Region 6,0.99999993335623
Historical Average,2013/2014,53,HHS Region 6,3.88351876545581e-08
Subtype Historical Average,2013/2014,53,HHS Region 6,2.78085826049042e-08
Dynamic Harmonic Model,2014/2015,53,HHS Region 6,0.999999885048554
Historical Average,2014/2015,53,HHS Region 6,1.61726425499001e-08
Subtype Historical Average,2014/2015,53,HHS Region 6,9.87788033704943e-08
Dynamic Harmonic Model,2015/2016,53,HHS Region 6,0.999999888297428
Historical Average,2015/2016,53,HHS Region 6,1.19576663479177e-08
Subtype Historical Average,2015/2016,53,HHS Region 6,9.97449051764894e-08
Dynamic Harmonic Model,2016/2017,53,HHS Region 6,0.999999963482129
Historical Average,2016/2017,53,HHS Region 6,2.81686001768075e-09
Subtype Historical Average,2016/2017,53,HHS Region 6,3.37010105234232e-08
Dynamic Harmonic Model,2017/2018,53,HHS Region 6,0.999999791856431
Historical Average,2017/2018,53,HHS Region 6,1.28500550190858e-08
Subtype Historical Average,2017/2018,53,HHS Region 6,1.95293514250096e-07
Dynamic Harmonic Model,2010/2011,54,HHS Region 6,0.947446675775188
Historical Average,2010/2011,54,HHS Region 6,9.58937898338927e-07
Subtype Historical Average,2010/2011,54,HHS Region 6,0.0525523652869134
Dynamic Harmonic Model,2011/2012,54,HHS Region 6,0.922622941258977
Historical Average,2011/2012,54,HHS Region 6,1.37388045404094e-06
Subtype Historical Average,2011/2012,54,HHS Region 6,0.0773756848605687
Dynamic Harmonic Model,2012/2013,54,HHS Region 6,0.93033976010331
Historical Average,2012/2013,54,HHS Region 6,1.01136946357987e-06
Subtype Historical Average,2012/2013,54,HHS Region 6,0.0696592285272268
Dynamic Harmonic Model,2013/2014,54,HHS Region 6,0.939569013857211
Historical Average,2013/2014,54,HHS Region 6,1.6760308854905e-06
Subtype Historical Average,2013/2014,54,HHS Region 6,0.0604293101119039
Dynamic Harmonic Model,2014/2015,54,HHS Region 6,0.999999919959858
Historical Average,2014/2015,54,HHS Region 6,2.20666524668729e-08
Subtype Historical Average,2014/2015,54,HHS Region 6,5.79734898081878e-08
Dynamic Harmonic Model,2015/2016,54,HHS Region 6,0.933933543771293
Historical Average,2015/2016,54,HHS Region 6,1.12640987437053e-06
Subtype Historical Average,2015/2016,54,HHS Region 6,0.0660653298188322
Dynamic Harmonic Model,2016/2017,54,HHS Region 6,0.953460007407604
Historical Average,2016/2017,54,HHS Region 6,4.8530169131687e-07
Subtype Historical Average,2016/2017,54,HHS Region 6,0.0465395072907043
Dynamic Harmonic Model,2017/2018,54,HHS Region 6,0.921207099827318
Historical Average,2017/2018,54,HHS Region 6,1.2890166745153e-06
Subtype Historical Average,2017/2018,54,HHS Region 6,0.0787916111560077
Dynamic Harmonic Model,2010/2011,55,HHS Region 6,0.8726473597441
Historical Average,2010/2011,55,HHS Region 6,6.4335910378078e-06
Subtype Historical Average,2010/2011,55,HHS Region 6,0.127346206664862
Dynamic Harmonic Model,2011/2012,55,HHS Region 6,0.847479503748773
Historical Average,2011/2012,55,HHS Region 6,7.12750158136945e-06
Subtype Historical Average,2011/2012,55,HHS Region 6,0.152513368749646
Dynamic Harmonic Model,2012/2013,55,HHS Region 6,0.863837531766685
Historical Average,2012/2013,55,HHS Region 6,5.14946339885312e-06
Subtype Historical Average,2012/2013,55,HHS Region 6,0.136157318769916
Dynamic Harmonic Model,2013/2014,55,HHS Region 6,0.874093445799199
Historical Average,2013/2014,55,HHS Region 6,1.72404593836435e-05
Subtype Historical Average,2013/2014,55,HHS Region 6,0.125889313741418
Dynamic Harmonic Model,2014/2015,55,HHS Region 6,0.940027368578805
Historical Average,2014/2015,55,HHS Region 6,0.0599478435089122
Subtype Historical Average,2014/2015,55,HHS Region 6,2.47879122827177e-05
Dynamic Harmonic Model,2015/2016,55,HHS Region 6,0.867319956234329
Historical Average,2015/2016,55,HHS Region 6,6.37741561674335e-06
Subtype Historical Average,2015/2016,55,HHS Region 6,0.132673666350054
Dynamic Harmonic Model,2016/2017,55,HHS Region 6,0.960107112759792
Historical Average,2016/2017,55,HHS Region 6,4.04083598166444e-07
Subtype Historical Average,2016/2017,55,HHS Region 6,0.0398924831566099
Dynamic Harmonic Model,2017/2018,55,HHS Region 6,0.85583569211321
Historical Average,2017/2018,55,HHS Region 6,5.58339529932907e-06
Subtype Historical Average,2017/2018,55,HHS Region 6,0.14415872449149
Dynamic Harmonic Model,2010/2011,56,HHS Region 6,0.897529717568546
Historical Average,2010/2011,56,HHS Region 6,7.32280273374373e-06
Subtype Historical Average,2010/2011,56,HHS Region 6,0.10246295962872
Dynamic Harmonic Model,2011/2012,56,HHS Region 6,0.877173499890313
Historical Average,2011/2012,56,HHS Region 6,7.95755496335335e-06
Subtype Historical Average,2011/2012,56,HHS Region 6,0.122818542554724
Dynamic Harmonic Model,2012/2013,56,HHS Region 6,0.890435245849461
Historical Average,2012/2013,56,HHS Region 6,5.5678320163414e-06
Subtype Historical Average,2012/2013,56,HHS Region 6,0.109559186318523
Dynamic Harmonic Model,2013/2014,56,HHS Region 6,0.893948952501022
Historical Average,2013/2014,56,HHS Region 6,1.51008562110388e-05
Subtype Historical Average,2013/2014,56,HHS Region 6,0.106035946642767
Dynamic Harmonic Model,2014/2015,56,HHS Region 6,0.9521322192012
Historical Average,2014/2015,56,HHS Region 6,0.0478535891839702
Subtype Historical Average,2014/2015,56,HHS Region 6,1.41916148302623e-05
Dynamic Harmonic Model,2015/2016,56,HHS Region 6,0.89203545148765
Historical Average,2015/2016,56,HHS Region 6,6.83029283368879e-06
Subtype Historical Average,2015/2016,56,HHS Region 6,0.107957718219516
Dynamic Harmonic Model,2016/2017,56,HHS Region 6,0.962716682341533
Historical Average,2016/2017,56,HHS Region 6,3.81925977812642e-07
Subtype Historical Average,2016/2017,56,HHS Region 6,0.0372829357324893
Dynamic Harmonic Model,2017/2018,56,HHS Region 6,0.882633830732702
Historical Average,2017/2018,56,HHS Region 6,6.65149407980631e-06
